scenario,n_person,k_per_condition,scenario_label,base,guessing,person_intercept_sd,memory_score_slope,item_intercept_sd,delta,person_slope_sd,item_slope_sd,memory_moderation,interpretation,total_words,person_slope_sd_unmodeled,effect_sampling_sd_unmodeled,effect_sampling_sd_memory_adjusted,effect_signal_ratio_unmodeled,effect_signal_ratio_memory_adjusted,main_bottleneck
alpha_high_person_sensitive,1000,5,"High alpha, person-sensitive effect",-0.4,0,0.85,0.35,0.55,0.75,0.65,0.05,0,Alpha can be high while the treatment effect varies across learners.,10,0.65,0.025932604959779882,0.025932604959779882,0.9988058720907005,0.9988058720907005,participants
alpha_high_person_sensitive,1000,10,"High alpha, person-sensitive effect",-0.4,0,0.85,0.35,0.55,0.75,0.65,0.05,0,Alpha can be high while the treatment effect varies across learners.,20,0.65,0.02339871791359518,0.02339871791359518,0.9990276131232266,0.9990276131232266,participants
alpha_high_person_sensitive,1000,15,"High alpha, person-sensitive effect",-0.4,0,0.85,0.35,0.55,0.75,0.65,0.05,0,Alpha can be high while the treatment effect varies across learners.,30,0.65,0.02249073883475893,0.02249073883475893,0.999101548681408,0.999101548681408,participants
alpha_high_person_sensitive,1000,30,"High alpha, person-sensitive effect",-0.4,0,0.85,0.35,0.55,0.75,0.65,0.05,0,Alpha can be high while the treatment effect varies across learners.,60,0.65,0.0215445275340785,0.0215445275340785,0.9991754951839741,0.9991754951839741,participants
alpha_high_person_sensitive,1000,60,"High alpha, person-sensitive effect",-0.4,0,0.85,0.35,0.55,0.75,0.65,0.05,0,Alpha can be high while the treatment effect varies across learners.,120,0.65,0.02105548226313834,0.02105548226313834,0.9992124725401609,0.9992124725401609,participants
alpha_high_person_sensitive,1000,100,"High alpha, person-sensitive effect",-0.4,0,0.85,0.35,0.55,0.75,0.65,0.05,0,Alpha can be high while the treatment effect varies across learners.,200,0.65,0.02085665361461421,0.02085665361461421,0.9992272642489809,0.9992272642489809,participants
recognition_alpha_low_effect_stable,30,5,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",10,0.05,0.01825741858350554,0.01825741858350554,0.9988992845349477,0.9988992845349477,items
recognition_alpha_low_effect_stable,30,10,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",20,0.05,0.014433756729740645,0.014433756729740645,0.9993117687543015,0.9993117687543015,items
recognition_alpha_low_effect_stable,30,15,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",30,0.05,0.012909944487358056,0.012909944487358056,0.9994493392070485,0.9994493392070485,both
recognition_alpha_low_effect_stable,30,30,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",60,0.05,0.011180339887498949,0.011180339887498949,0.9995869475423379,0.9995869475423379,participants
recognition_alpha_low_effect_stable,30,60,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",120,0.05,0.010206207261596576,0.010206207261596576,0.9996557659208261,0.9996557659208261,participants
recognition_alpha_low_effect_stable,30,100,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",200,0.05,0.00978945010372561,0.00978945010372561,0.9996832959255332,0.9996832959255332,participants
recognition_alpha_low_effect_stable,60,5,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",10,0.05,0.017078251276599333,0.017078251276599333,0.9990367414338791,0.9990367414338791,items
recognition_alpha_low_effect_stable,60,10,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",20,0.05,0.012909944487358056,0.012909944487358056,0.9994493392070485,0.9994493392070485,items
recognition_alpha_low_effect_stable,60,15,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",30,0.05,0.011180339887498949,0.011180339887498949,0.9995869475423379,0.9995869475423379,items
recognition_alpha_low_effect_stable,60,30,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",60,0.05,0.00912870929175277,0.00912870929175277,0.9997245937758193,0.9997245937758193,both
recognition_alpha_low_effect_stable,60,60,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",120,0.05,0.007905694150420948,0.007905694150420948,0.9997934311092749,0.9997934311092749,participants
recognition_alpha_low_effect_stable,60,100,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",200,0.05,0.007359800721939873,0.007359800721939873,0.9998209686970652,0.9998209686970652,participants
recognition_alpha_low_effect_stable,120,5,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",10,0.05,0.016457014715109585,0.016457014715109585,0.9991054840707356,0.9991054840707356,items
recognition_alpha_low_effect_stable,120,10,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",20,0.05,0.0120761472884912,0.0120761472884912,0.9995181386383974,0.9995181386383974,items
recognition_alpha_low_effect_stable,120,15,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",30,0.05,0.010206207261596576,0.010206207261596576,0.9996557659208261,0.9996557659208261,items
recognition_alpha_low_effect_stable,120,30,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",60,0.05,0.007905694150420948,0.007905694150420948,0.9997934311092749,0.9997934311092749,items
recognition_alpha_low_effect_stable,120,60,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",120,0.05,0.006454972243679028,0.006454972243679028,0.9998622779231511,0.9998622779231511,both
recognition_alpha_low_effect_stable,120,100,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",200,0.05,0.005773502691896258,0.005773502691896258,0.9998898193036581,0.9998898193036581,participants
recognition_alpha_low_effect_stable,300,5,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",10,0.05,0.016072751268321594,0.016072751268321594,0.999146734193939,0.999146734193939,items
recognition_alpha_low_effect_stable,300,10,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",20,0.05,0.011547005383792516,0.011547005383792516,0.9995594228439256,0.9995594228439256,items
recognition_alpha_low_effect_stable,300,15,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",30,0.05,0.009574271077563382,0.009574271077563382,0.9996970614965163,0.9996970614965163,items
recognition_alpha_low_effect_stable,300,30,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",60,0.05,0.007071067811865476,0.007071067811865476,0.9998347380598248,0.9998347380598248,items
recognition_alpha_low_effect_stable,300,60,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",120,0.05,0.005400617248673217,0.005400617248673217,0.9999035905628934,0.9999035905628934,items
recognition_alpha_low_effect_stable,300,100,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",200,0.05,0.004564354645876385,0.004564354645876385,0.9999311342194063,0.9999311342194063,both
recognition_alpha_low_effect_stable,500,5,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",10,0.05,0.015968719422671314,0.015968719422671314,0.9991577348020677,0.9991577348020677,items
recognition_alpha_low_effect_stable,500,10,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",20,0.05,0.011401754250991382,0.011401754250991382,0.9995704325413871,0.9995704325413871,items
recognition_alpha_low_effect_stable,500,15,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",30,0.05,0.00939858145324779,0.00939858145324779,0.999708074226259,0.999708074226259,items
recognition_alpha_low_effect_stable,500,30,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",60,0.05,0.006831300510639733,0.006831300510639733,0.9998457538231018,0.9998457538231018,items
recognition_alpha_low_effect_stable,500,60,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",120,0.05,0.005082650227325636,0.005082650227325636,0.9999146078434074,0.9999146078434074,items
recognition_alpha_low_effect_stable,500,100,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",200,0.05,0.004183300132670378,0.004183300132670378,0.9999421521069028,0.9999421521069028,items
recognition_alpha_low_effect_stable,1000,5,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",10,0.05,0.015890248582070707,0.015890248582070707,0.9991659854171312,0.9991659854171312,items
recognition_alpha_low_effect_stable,1000,10,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",20,0.05,0.011291589790636216,0.011291589790636216,0.9995786899736475,0.9995786899736475,items
recognition_alpha_low_effect_stable,1000,15,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",30,0.05,0.009264628073124864,0.009264628073124864,0.9997163339327959,0.9997163339327959,items
recognition_alpha_low_effect_stable,1000,30,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",60,0.05,0.006645800679125629,0.006645800679125629,0.9998540158048549,0.9998540158048549,items
recognition_alpha_low_effect_stable,1000,60,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",120,0.05,0.00483045891539648,0.00483045891539648,0.9999228709631214,0.9999228709631214,items
recognition_alpha_low_effect_stable,1000,100,"Low-alpha recognition, stable effect",1,0.25,0.25,0.15,0.25,0.55,0.05,0.05,0,"Recognition can have low alpha because of ceiling/guessing, while a uniform condition effect is still estimable.",200,0.05,0.0038729833462074173,0.0038729833462074173,0.999950415681867,0.999950415681867,items
high_load_memory_moderated,30,5,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,10,0.6800735254367721,0.13291601358251257,0.05986094998689324,0.9448204060385216,0.988292948543425,participants
high_load_memory_moderated,30,10,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,20,0.6800735254367721,0.12861441080480315,0.049581582602145055,0.9481520177615254,0.9919387894521109,participants
high_load_memory_moderated,30,15,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,30,0.6800735254367721,0.127148207485071,0.045643546458763846,0.9492677824267782,0.9931600547195623,participants
high_load_memory_moderated,30,30,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,60,0.6800735254367721,0.12566489830762873,0.041331989225457486,0.9503861762010735,0.9943843309135736,participants
high_load_memory_moderated,30,60,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,120,0.6800735254367721,0.12491663887035492,0.0389978631893253,0.9509463619097519,0.9949976015898032,participants
high_load_memory_moderated,30,100,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,200,0.6800735254367721,0.12461607707943091,0.03802411515516611,0.951170621143239,0.995243121718508,participants
high_load_memory_moderated,60,5,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,10,0.6800735254367721,0.09979144919948468,0.05400617248673217,0.9681290838778503,0.990450204638472,participants
high_load_memory_moderated,60,10,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,20,0.6800735254367721,0.09398581453247788,0.04232808366400098,0.9716274089935761,0.9941120087635218,participants
high_load_memory_moderated,60,15,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,30,0.6800735254367721,0.09196919774214263,0.03763863263545405,0.9727991424360176,0.9953386344941048,participants
high_load_memory_moderated,60,30,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,60,0.6800735254367721,0.08990735972840784,0.032274861218395144,0.9739737053930776,0.9965682910089224,participants
high_load_memory_moderated,60,60,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,120,0.6800735254367721,0.08885850175044216,0.029226129861250304,0.9745620511443721,0.9971842593228487,participants
high_load_memory_moderated,60,100,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,200,0.6800735254367721,0.08843547553631027,0.02791355704074038,0.9747975885172604,0.997430859906302,participants
high_load_memory_moderated,120,5,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,10,0.6800735254367721,0.07812916655556147,0.05082650227325635,0.9802200769594275,0.9915323682054084,participants
high_load_memory_moderated,120,10,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,20,0.6800735254367721,0.07056321043338849,0.038188130791298666,0.9838064909546718,0.9952021932830706,participants
high_load_memory_moderated,120,15,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,30,0.6800735254367721,0.06785400995274093,0.03291402943021916,0.9850078013703276,0.9964315124897063,participants
high_load_memory_moderated,120,30,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,60,0.6800735254367721,0.06503204338375557,0.026614532371118854,0.9862120491747606,0.997663872474921,participants
high_load_memory_moderated,120,60,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,120,0.6800735254367721,0.0635741037425355,0.022821773229381923,0.9868152779665624,0.9982811962873839,participants
high_load_memory_moderated,120,100,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,200,0.6800735254367721,0.06298147875897062,0.021114765765533214,0.9870567761583642,0.9985283397747122,participants
high_load_memory_moderated,300,5,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,10,0.6800735254367721,0.06157651067303722,0.048819395052922696,0.9876207318732144,0.9921828021647624,both
high_load_memory_moderated,300,10,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,20,0.6800735254367721,0.051639777949432225,0.03547299442298794,0.9912616056799564,0.9958574524704399,both
high_load_memory_moderated,300,15,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,30,0.6800735254367721,0.04787135538781691,0.029720924166878347,0.9924812030075187,0.9970883920232928,participants
high_load_memory_moderated,300,30,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,60,0.6800735254367721,0.04377975178854566,0.022546248764114474,0.9937038050917054,0.998322378372432,participants
high_load_memory_moderated,300,60,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,120,0.6800735254367721,0.041583249832915496,0.017911821050170564,0.994316236389783,0.9989405176328137,participants
high_load_memory_moderated,300,100,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,200,0.6800735254367721,0.040671447806374765,0.01567907310185565,0.9945614203323424,0.9991879877234754,participants
high_load_memory_moderated,500,5,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,10,0.6800735254367721,0.05634713834792322,0.04827007354458868,0.9896131512227039,0.99235639536791,items
high_load_memory_moderated,500,10,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,20,0.6800735254367721,0.04527692569068708,0.03471310991541956,0.9932687571827287,0.9960323340083305,both
high_load_memory_moderated,500,15,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,30,0.6800735254367721,0.040926763859362246,0.028809720581775868,0.9944933015533821,0.9972637061945736,both
high_load_memory_moderated,500,30,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,60,0.6800735254367721,0.03605551275463989,0.02133072900770154,0.9957208689927584,0.998498126784506,participants
high_load_memory_moderated,500,60,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,120,0.6800735254367721,0.03335416016031583,0.016355427233796127,0.9963357898637243,0.9991164837705501,participants
high_load_memory_moderated,500,100,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,200,0.6800735254367721,0.03221024681681282,0.013874436925511609,0.9965819709261623,0.999364041064777,participants
high_load_memory_moderated,1000,5,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,10,0.6800735254367721,0.05208166663999914,0.0478539444560216,0.9911127493140025,0.992486630138784,items
high_load_memory_moderated,1000,10,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,20,0.6800735254367721,0.03984344362627307,0.03413209633175202,0.9947794631479425,0.9961635354749476,items
high_load_memory_moderated,1000,15,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,30,0.6800735254367721,0.0348209706929603,0.028106938645110394,0.9960077375807713,0.997395232285931,items
high_load_memory_moderated,1000,30,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,60,0.6800735254367721,0.028939592256975562,0.02037154878746336,0.9972390489141633,0.998629978706898,both
high_load_memory_moderated,1000,60,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,120,0.6800735254367721,0.025495097567963924,0.015083103128998356,0.9978558469404586,0.9992484990626884,participants
high_load_memory_moderated,1000,100,"High load, memory-moderated effect",-1.1,0,0.65,0.8,0.55,0.55,0.2,0.15,0.65,High-load learning can yield high alpha because memory aptitude dominates; condition effects should be tested with memory moderation.,200,0.6800735254367721,0.023979157616563596,0.01234908903522847,0.9981027798399736,0.9994961217898415,participants
